Open,High,Low,Close,Adj Close,Volume,Returns,Adj_Close_Lag_1,Adj_Close_Lag_2,Adj_Close_Lag_3,Rolling_Mean,Rolling_Std,30-Day MA,EMA,ROC,RSI,ATR
0.4319530043541683,0.4247190307005302,0.5039776349983953,0.5435044700884308,0.5435044700884308,0.1767378891754372,0.5009559263235552,0.5164497179200365,0.5494685465983103,0.5062169754356838,0.6088918017091268,0.5814363936696504,0.9830120411398915,0.6444610513674652,0.41190440523767236,0.42649335032221836,0.5957438121607351
0.42746358254553807,0.4051978182175338,0.5312022337036609,0.5369065655632186,0.5369065655632186,0.45448421256541494,0.5276259645322701,0.5435044700884301,0.5164497179200376,0.5494685465983103,0.6136343552575215,0.5126600075416575,0.9830728927299994,0.6489023342093345,0.47383545633627755,0.4493170666849912,0.5904523733816393
0.510061405975261,0.48705689083333426,0.48294213706428524,0.5033812264580236,0.5033812264580236,0.6557770790692975,0.5459678362575828,0.5369065655632178,0.5435044700884311,0.5164497179200376,0.5960812246952298,0.5187739071247062,0.9829168817841273,0.6096227824821392,0.5518866338503916,0.45689212568320126,0.6110358669348421
0.46868801634590995,0.40168040245270553,0.4989200650421524,0.4997749919475216,0.4997749919475216,0.3907333520165485,0.5255881607640983,0.5033812264580229,0.5369065655632188,0.5435044700884311,0.5978415536741876,0.51027650695334,0.9820158159871161,0.6037973124821361,0.4423620098706679,0.3794318901443167,0.6010348824417493
0.39025061879536826,0.38673649498341167,0.45633682985665175,0.5149372727749416,0.5149372727749416,0.42565120405665235,0.5128038125269794,0.49977499194752084,0.5033812264580239,0.5369065655632188,0.5936864574044309,0.49456506108326437,0.9813742711095002,0.6077530102204383,0.34270361163372837,0.3658145803448779,0.6004715844005977
0.49838670046226213,0.42875393430901265,0.5550792435361221,0.5563897292588172,0.5563897292588172,0.37842348440604284,0.49489601562585467,0.5149372727749408,0.49977499194752184,0.5033812264580241,0.5965533737297208,0.5455015914774717,0.9822471624176646,0.6293575449016091,0.5680439297523562,0.4765790147074953,0.568390649665179
0.5702612167691772,0.5208472785204341,0.5289898396968509,0.4855140674156862,0.4855140674156862,0.6376356373537289,0.5714093548888283,0.5563897292588165,0.5149372727749418,0.49977499194752184,0.5691153390834734,0.5597009822739354,0.9821652564686233,0.5917296507251195,0.3120692204153218,0.4546239937189102,0.5658788431691237
0.3306191346505998,0.4053183750482353,0.5131814687174832,0.6476708640593889,0.6476708640593889,0.4867799072922383,0.41267713520024213,0.4855140674156855,0.5563897292588175,0.5149372727749417,0.6139337130399953,0.5397284352952935,0.9822203946767404,0.6814103696831407,0.8253124582348413,0.44609082672767475,0.6119643042233794
0.5609181368460691,0.5043554572583339,0.547738077577995,0.5017910984759828,0.5017910984759828,0.5583888617917255,0.6224990955616685,0.6476708640593881,0.4855140674156865,0.5563897292588176,0.5988250193857576,0.5303058034610765,0.9828164749264225,0.6501645369803886,0.3827906282372134,0.4389077891339761,0.5912486213611553
0.47045498945775066,0.4201805815576898,0.5189675336854869,0.5340312426033704,0.5340312426033704,0.2765139913522181,0.5011710676006103,0.5017910984759821,0.6476708640593891,0.4855140674156865,0.6120124192083767,0.5370700300409494,0.9825778119869677,0.6505705777031487,0.5171203999383363,0.3760974705971658,0.6009736635713565
0.46136513589348577,0.40959093053030765,0.4792600362955124,0.5005844281837419,0.5005844281837419,0.6235601659014066,0.5459143484399577,0.5340312426033696,0.5017910984759831,0.6476708640593891,0.6123606852330127,0.4912089764318838,0.9823888684950665,0.6273357826397139,0.4233074640924961,0.4472184381607558,0.5932567535460191
0.4606994752538751,0.4441367630621098,0.5088485439973595,0.5458101082202538,0.5458101082202538,0.3489100946154313,0.4923258494190509,0.5005844281837412,0.5340312426033706,0.5017910984759831,0.6256439547342307,0.49141814825479946,0.982474437263276,0.6385391574441066,0.7711005507425719,0.5112783302631358,0.5777240617656739
0.5042382084039162,0.49395287844064373,0.5673039582594666,0.598743621812215,0.598743621812215,0.4794804806343318,0.48707558712859067,0.545810108220253,0.5005844281837422,0.5340312426033706,0.643867035351781,0.44761118418512275,0.9836155857957241,0.6827577186368967,0.4884042094016259,0.08667780258648133,0.0
0.5266234736300875,0.48205287685366793,0.5550046477673064,0.5295286867186166,0.5295286867186166,0.3861286478661913,0.5702781354657436,0.5987436218122142,0.545810108220254,0.5005844281837422,0.6628046561359152,0.48380684178427097,0.983086318019775,0.6711174987672235,0.6922953030371303,0.4552151574114374,0.5650019000887271
0.47465302904084505,0.44725611353801076,0.5243230838764348,0.5750286724962169,0.5750286724962169,0.48927292130251765,0.49213900352024775,0.529528686718616,0.5987436218122152,0.5458101082202539,0.6315498072121135,0.5356984960715816,0.9834473627648088,0.691858366551273,0.5000506163123928,0.4872091280150961,0.5691494593926639
0.49927352033416605,0.46095548382298074,0.5088199373614646,0.5334831486636018,0.5334831486636018,0.5345778852272706,0.551430859444835,0.5750286724962161,0.529528686718617,0.5987436218122153,0.6451855500137089,0.5285826763158034,0.9830886423788664,0.680589513737245,0.43590887281388657,0.38511262728489126,0.6287457497341046
0.533284451832469,0.553607098373614,0.6009434417514233,0.6362105047846943,0.6362105047846943,1.0,0.45315804961988604,0.533483148663601,0.5750286724962171,0.529528686718617,0.6891489455817709,0.5992733289185593,0.9834005181359673,0.7406808909023335,0.8500903777345268,0.855659299954382,0.5974988676641001
0.412008034003937,0.36286394026135144,0.4713412030081843,0.47497303836728494,0.47497303836728494,0.4383872229889327,0.6329601358756397,0.6362105047846934,0.533483148663602,0.575028672496217,0.6781294526092081,0.4772395007611607,0.9838916690998066,0.6807576275588563,0.025021122090454373,0.2656024869393012,0.6387380299992714
0.5268138362607663,0.4655937526607507,0.53293170070466,0.5264495691057078,0.5264495691057078,0.069377501295729,0.4880680245078815,0.4749730383672842,0.6362105047846944,0.533483148663602,0.6697994351346902,0.5281003512719435,0.9841442262446106,0.6676169624528575,0.41840826138695925,0.4058087393714623,0.5936231066233829
0.4340432514395122,0.35075642713651917,0.4370143196834788,0.4154349222937054,0.4154349222937054,0.4088153918319013,0.5987503966541142,0.5264495691057072,0.4749730383672852,0.6362105047846945,0.5909294893554938,0.5491122051223593,0.9827298781216098,0.5842801967778443,0.20291369351351335,0.28468299806516717,0.6032647938128984
0.3546841842101991,0.3227287486883875,0.40528815427619325,0.42711806295777766,0.42711806295777766,0.6445135368469381,0.5151736611065373,0.41543492229370466,0.5264495691057081,0.4749730383672852,0.54686654872885,0.48315798475773536,0.9811334984704628,0.5253798566737449,0.38551874555763166,0.40831961801709094,0.572057377197046
