date,Open,High,Low,Close,Adj Close,Volume,Returns,Adj_Close_Lag_1,Adj_Close_Lag_2,Adj_Close_Lag_3,Rolling_Mean,Rolling_Std,30-Day MA,EMA,ROC,RSI,ATR
05/02/2016,0.503370324,0.433751531,0.511880534,0.490174706,0.490174706,0.504038293,0.54777216,0.526348947,0.588629719,0.427118063,0.486815957,0.471643293,0.981147761,0.571720531,0.41315251,0.330863845,0.592794673
08/02/2016,0.413922572,0.464875267,0.47842031,0.535261205,0.535261205,0.349200925,0.492420654,0.490174706,0.526348947,0.588629719,0.512755394,0.541515952,0.981385934,0.586329444,0.745670992,0.443277809,0.6262
09/02/2016,0.472747716,0.408399708,0.522116689,0.544164706,0.544164706,0.411084087,0.517067038,0.535261205,0.490174706,0.526348947,0.520377465,0.497691732,0.980623203,0.60386807,0.711451676,0.409507224,0.57765872
10/02/2016,0.472506432,0.462649373,0.474240212,0.51522278,0.51522278,0.544833951,0.542845802,0.544164706,0.535261205,0.490174706,0.563311941,0.431480163,0.980557256,0.598897714,0.492091424,0.356056598,0.610308226
11/02/2016,0.468980499,0.43362556,0.550363594,0.548719406,0.548719406,0.264912436,0.500315204,0.51522278,0.544164706,0.535261205,0.615631833,0.482549652,0.98105142,0.616833133,0.748517439,0.4392785,0.607078631
12/02/2016,0.502588207,0.465992495,0.555450869,0.58230548,0.58230548,0.414182943,0.500254275,0.548719406,0.51522278,0.544164706,0.612910782,0.478028135,0,0.653206272,0.785048458,0.50148373,0.59848027
16/02/2016,0.559902211,0.508412492,0.555135773,0.561828689,0.561828689,0.494797912,0.537079697,0.58230548,0.548719406,0.51522278,0.628176207,0.538471826,0.979107906,0.66886647,0.660291995,0.599460985,0.585629487
17/02/2016,0.484014764,0.477478897,0.573914853,0.584346558,0.584346558,0.483869208,0.507793485,0.561828689,0.58230548,0.548719406,0.668694354,0.509058985,0.979654892,0.696129675,0.470086971,0.260324228,0.536178058
18/02/2016,0.520495,0.476449219,0.533265836,0.544479968,0.544479968,0.543233903,0.550287238,0.584346558,0.561828689,0.58230548,0.672660796,0.574316515,0.97975632,0.691825838,0.509366877,0.590311975,0.533554299
19/02/2016,0.451813672,0.444215488,0.517537634,0.548906621,0.548906621,0.4644773,0.520116485,0.544479968,0.584346558,0.561828689,0.674701041,0.559236909,0.980366028,0.691289737,0.651864584,0.585025416,0.573474657
22/02/2016,0.514747074,0.481875882,0.524868498,0.539870383,0.539870383,0.437206347,0.529286858,0.548906621,0.544479968,0.584346558,0.685305857,0.530765765,0.980903014,0.684916182,0.327023283,0.584807923,0.622756627
23/02/2016,0.480609768,0.425425354,0.490350367,0.526737795,0.526737795,0.655041147,0.532077125,0.539870383,0.548906621,0.544479968,0.675848104,0.50553296,0.981061055,0.671215221,0.369739136,0.621930737,0.640380051
24/02/2016,0.457176629,0.407712983,0.538464099,0.509777125,0.509777125,0.28850859,0.534684658,0.526737795,0.539870383,0.548906621,0.644642234,0.459510086,0.980436786,0.649136735,0.474448181,0.368370157,0.595648897
25/02/2016,0.467108229,0.486888025,0.539166782,0.59231187,0.59231187,0.47996761,0.466912434,0.509777125,0.526737795,0.539870383,0.657757852,0.47603308,0.981867098,0.685581189,0.487964559,0.755653651,0.581723655
26/02/2016,0.524856586,0.452366284,0.528164043,0.473565397,0.473565397,0.435772169,0.604017002,0.59231187,0.509777125,0.526737795,0.610093425,0.38167338,0.979535355,0.636890957,0.275475118,0.580229555,0.568499961
29/02/2016,0.430802123,0.445063668,0.51826038,0.58400549,0.58400549,0.522551531,0.447904447,0.473565397,0.59231187,0.509777125,0.627099578,0.50314311,0.980636428,0.670344339,0.747977396,0.559210547,0.558007795
01/03/2016,0.500860904,0.448006335,0.510318584,0.539798335,0.539798335,0.480420651,0.553243855,0.58400549,0.473565397,0.59231187,0.623180669,0.533940756,0.980713665,0.668121361,0.502665007,0.451886589,0.588935911
02/03/2016,0.493057952,0.437423381,0.53234106,0.495254966,0.495254966,0.325118076,0.55347287,0.539798335,0.58400549,0.473565397,0.60398455,0.555626179,0.980642289,0.637142147,0.475440817,0.412496737,0.530755073
03/03/2016,0.46509863,0.482367157,0.503702644,0.578912538,0.578912538,0.5629467,0.46614761,0.495254966,0.539798335,0.58400549,0.626433125,0.535264163,0.98108562,0.667202238,0.469522446,0.481331108,0.583038164
04/03/2016,0.440753263,0.334292978,0.520284659,0.506183261,0.506183261,0.505818536,0.572671962,0.578912538,0.495254966,0.539798335,0.624886839,0.568593872,0.979845986,0.643571365,0.454101357,0.18601098,0.516059226
07/03/2016,0.488944973,0.519783358,0.53307768,0.53152743,0.53152743,0.383651412,0.505868325,0.506183261,0.578912538,0.495254966,0.598733876,0.553748114,0.979872755,0.641282417,0.272525816,0.314643528,0.556104174
08/03/2016,0.517182242,0.487201398,0.522142797,0.617082402,0.617082402,0.481686622,0.464855178,0.53152743,0.506183261,0.578912538,0.660483147,0.488760547,0.980435968,0.695538112,0.592183216,0.539180056,0.582847079
09/03/2016,0.557431323,0.505732946,0.565878323,0.559850909,0.559850909,0.521764993,0.562115503,0.617082402,0.53152743,0.506183261,0.650090457,0.534160679,0.980789104,0.701423779,0.561248238,0.413883557,0.59631499
10/03/2016,0.467702038,0.463535203,0.523710753,0.555077353,0.555077353,0.505654753,0.526383293,0.559850909,0.617082402,0.53152743,0.656664369,0.479081191,0.979702511,0.703003214,0.525946449,0.322432407,0.613476719
11/03/2016,0.469148413,0.393946814,0.516831436,0.475570419,0.475570419,0.432979734,0.577288626,0.555077353,0.559850909,0.617082402,0.648194945,0.506078435,0.979710512,0.6521446,0.602985224,0.564753245,0.532035754
14/03/2016,0.415240733,0.474219803,0.508525465,0.595359502,0.595359502,0.470532177,0.441536296,0.475570419,0.555077353,0.559850909,0.655271375,0.568349077,0.980633402,0.689987059,0.595754273,0.5037749,0.56401047
15/03/2016,0.576824727,0.533277994,0.583050134,0.588264589,0.588264589,0.487988935,0.527964506,0.595359502,0.475570419,0.555077353,0.690587483,0.490234747,0.982948059,0.71560977,0.452099655,0.445579864,0.616723951
16/03/2016,0.496435827,0.442057591,0.537273133,0.535501857,0.535501857,0.631806889,0.559071565,0.588264589,0.595359502,0.475570419,0.69229751,0.537567,0.984399611,0.701518528,0.397244501,0.195112563,0.604081546
17/03/2016,0.525123343,0.449024335,0.54391607,0.52437486,0.52437486,0.524045281,0.530710998,0.535501857,0.588264589,0.595359502,0.652409393,0.528034561,0.983539064,0.682951238,0.365492029,0.394159054,0.593114399
18/03/2016,0.403029743,0.437979946,0.445182467,0.549398548,0.549398548,0.387482421,0.506086623,0.52437486,0.535501857,0.588264589,0.647912186,0.496638554,0.983847761,0.684502109,0.522721773,0.086343982,0.619670808
21/03/2016,0.51911999,0.507117026,0.578287743,0.591691879,0.591691879,0.411720515,0.494323246,0.549398548,0.52437486,0.535501857,0.663665862,0.516619246,0.98520735,0.713468777,0.498685699,0.552869645,0.625851859
22/03/2016,0.51856408,0.492191238,0.549097271,0.560313419,0.560313419,0.487059886,0.54450547,0.591691879,0.549398548,0.52437486,0.700127174,0.542693694,0.985542867,0.716071517,0.540725214,0.654832243,0.659522998
23/03/2016,0.555620656,0.488519166,0.602999803,0.566809599,0.566809599,0.471326698,0.518706807,0.560313419,0.591691879,0.549398548,0.687843364,0.548199289,0.985846144,0.72241236,0.691755704,0.581450207,0.590006615
24/03/2016,0.387992882,0.341941167,0.429797102,0.459702357,0.459702357,0.351029548,0.596088832,0.566809599,0.560313419,0.591691879,0.632528498,0.499288527,0.985102575,0.657269353,0.502627085,0.524753661,0.624699946
28/03/2016,0.461649797,0.504759975,0.515311774,0.58985438,0.58985438,0.598651244,0.434477484,0.459702357,0.566809599,0.560313419,0.655914079,0.599658224,0.985653484,0.690477935,0.608757338,0.573953113,0.655592082
29/03/2016,0.566055633,0.48051709,0.588919623,0.577331968,0.577331968,0.451241097,0.531661498,0.58985438,0.459702357,0.566809599,0.678699273,0.538261393,0.985586875,0.708835533,0.483892566,0.425008682,0.617011692
30/03/2016,0.51392803,0.457787475,0.51293496,0.494771862,0.494771862,0.419822304,0.579368322,0.577331968,0.58985438,0.459702357,0.655195731,0.473410271,0.984688803,0.669398195,0.348438198,0.326956436,0.602361542
31/03/2016,0.45788896,0.467300938,0.528281421,0.569512615,0.569512615,0.473913389,0.472221384,0.494771862,0.577331968,0.58985438,0.645652936,0.473337416,0.984490136,0.686845667,0.442252495,0.455086204,0.586896711
01/04/2016,0.490295157,0.457483165,0.554857865,0.574256187,0.574256187,0.434753307,0.519900613,0.569512615,0.494771862,0.577331968,0.651651916,0.475783494,0.98488892,0.703913347,0.559730818,0.361816605,0.634388364
04/04/2016,0.506076941,0.486048289,0.568617425,0.585147494,0.585147494,0.453745962,0.515713026,0.574256187,0.569512615,0.494771862,0.659541933,0.48486731,0.985374283,0.724707441,0.38940103,0.312686153,0.590849392
05/04/2016,0.566408006,0.538836023,0.62480867,0.668065755,0.668065755,0.398801918,0.466651199,0.585147494,0.574256187,0.569512615,0.749191851,0.372676517,0.987091166,0.795700931,0.61928735,0.524651631,0.561152902
06/04/2016,0.604168082,0.486192759,0.575886936,0.47066797,0.47066797,0.490252993,0.657591072,0.668065755,0.585147494,0.574256187,0.697911002,0.499487997,0.986340239,0.723088892,0.461206047,0.450556566,0.55464539
07/04/2016,0.406884688,0.453567894,0.469686439,0.593939782,0.593939782,0.541577403,0.439164003,0.47066797,0.668065755,0.585147494,0.705056639,0.484213047,0.987467405,0.74581179,0.519630281,0.607756445,0.616424488
08/04/2016,0.473561085,0.478788214,0.574332037,0.571575886,0.571575886,0.473908684,0.538365116,0.593939782,0.47066797,0.668065755,0.738102148,0.548029986,0.987189694,0.749329149,0.55489444,0.512311512,0.561031802
11/04/2016,0.545987983,0.473098568,0.510067593,0.558798603,0.558798603,0.477420476,0.531835106,0.571575886,0.593939782,0.47066797,0.733492363,0.581885872,0.988331197,0.743766715,0.576829546,0.475252855,0.577055372
12/04/2016,0.520732986,0.449307815,0.560040376,0.478665612,0.478665612,0.531966574,0.57771507,0.558798603,0.571575886,0.593939782,0.6923638,0.551110187,0.986920411,0.686784492,0.339120175,0.392504879,0.535767085
13/04/2016,0.413111736,0.396473988,0.454680228,0.515154146,0.515154146,0.417182516,0.498277237,0.478665612,0.558798603,0.571575886,0.662248636,0.537173825,0.986590359,0.665119268,0.622411563,0.361077439,0.586260344
14/04/2016,0.454160416,0.444935516,0.494767164,0.524129548,0.524129548,0.490230979,0.517018063,0.515154146,0.478665612,0.558798603,0.600319001,0.506411116,0.986977068,0.653671036,0.447652022,0.534816502,0.644525523
15/04/2016,0.414663165,0.434017838,0.497406556,0.559420712,0.559420712,0.545600626,0.499092837,0.524129548,0.515154146,0.478665612,0.638505536,0.512676004,0.986716019,0.667648056,0.515961406,0.384297017,0.571480821
18/04/2016,0.626099217,0.526964382,0.620489806,0.623772332,0.623772332,0.349104657,0.479298038,0.559420712,0.524129548,0.515154146,0.651341214,0.510392514,0.988290855,0.721016254,0.454624674,0.327880718,0.53912796
19/04/2016,0.334399301,0.292037063,0.404989315,0.362560948,0.362560948,0.300627452,0.701058297,0.623772332,0.559420712,0.524129548,0.561410966,0.471672408,0.986027937,0.592470123,0.345411489,0.455099339,0.464558753
20/04/2016,0.42559895,0.383596941,0.433487859,0.486560132,0.486560132,0.584148011,0.438668547,0.362560948,0.623772332,0.559420712,0.530329821,0.466794356,0.984279891,0.570922576,0.43978255,0.3581445,0.571137867
21/04/2016,0.424930245,0.431611176,0.477498852,0.507674623,0.507674623,0.664227117,0.508749409,0.486560132,0.362560948,0.623772332,0.542811166,0.47646788,0.983581109,0.567526432,0.400850172,0.398534283,0.593162001
22/04/2016,0.417742103,0.434676261,0.480075431,0.537302563,0.537302563,0.354712414,0.502950395,0.507674623,0.486560132,0.362560948,0.552340689,0.482854045,0.983343057,0.584232518,0.4630409,0.475553088,0.620255141
25/04/2016,0.534994346,0.438290206,0.52230307,0.510596137,0.510596137,0.440244537,0.54132307,0.537302563,0.507674623,0.486560132,0.546517837,0.507095357,0.983812146,0.580089624,0.375846277,0.108254944,0.626806313
26/04/2016,0.410804973,0.438573827,0.527747586,0.575250516,0.575250516,0.555633529,0.479091811,0.510596137,0.537302563,0.507674623,0.553328729,0.546372468,0.983542832,0.619160371,0.619742115,0.49511208,0.627087909
27/04/2016,0.544157263,0.480111604,0.525499138,0.50232105,0.50232105,0.728182959,0.572808322,0.575250516,0.510596137,0.537302563,0.501073403,0.736215092,0.982391816,0.602607061,0.500511941,0.313608856,0.611214004
28/04/2016,0.538328569,0.563192007,0.677631702,0.700149968,0.700149968,0.580405229,0.38837874,0.50232105,0.575250516,0.510596137,0.646323616,0.593948711,0.984596899,0.719053863,1,0.793761908,0.644736266
29/04/2016,0.587728405,0.539347619,0.639741268,0.608875442,0.608875442,0.255207526,0.58530423,0.700149968,0.50232105,0.575250516,0.698950697,0.564449639,0.985728591,0.752375041,0.660455846,0.460722361,0.550208198
02/05/2016,0.577936117,0.492806804,0.5294346,0.609319748,0.609319748,0.396331543,0.522829098,0.608875442,0.700149968,0.50232105,0.742684276,0.464404518,0.986531097,0.779323254,0.567455153,0.36813472,0.590429273
03/05/2016,0.440572924,0.458690779,0.504375796,0.506617036,0.506617036,0.490329132,0.593088645,0.609319748,0.608875442,0.700149968,0.729481597,0.538127858,0.985391715,0.733553659,0.499513713,0.350848345,0.594556821
04/05/2016,0.497317557,0.451134035,0.534145684,0.569712216,0.569712216,0.476512673,0.480153874,0.506617036,0.609319748,0.608875442,0.754916735,0.477821133,0.985517591,0.73830089,0.502418466,0.367479194,0.571629881
05/05/2016,0.484685169,0.529658167,0.598259879,0.641005114,0.641005114,0.453282708,0.474569922,0.569712216,0.506617036,0.609319748,0.783208145,0.40679531,0.986511269,0.788835709,0.218497997,0.500475963,0.575512009
06/05/2016,0.644032595,0.480205851,0.599377831,0.506896574,0.506896574,0.419448423,0.614481016,0.641005114,0.569712216,0.506617036,0.785176798,0.466168476,0.987143327,0.741346878,0.34386617,0.4999353,0.597415636
09/05/2016,0.450683768,0.490302832,0.481748066,0.546668595,0.546668595,0.636909444,0.49604066,0.506896574,0.641005114,0.569712216,0.719140284,0.605823548,0.986564953,0.729428905,0.640433848,0.626356584,0.736379558
10/05/2016,0.463165236,0.467453052,0.532373601,0.591640903,0.591640903,0.55629998,0.492498436,0.546668595,0.506896574,0.641005114,0.711724994,0.605162189,0.986756588,0.749376738,0.613447393,0.534227712,0.623580454
11/05/2016,0.589886522,0.540258131,0.609599256,0.60539902,0.60539902,0.291928826,0.513760272,0.591640903,0.546668595,0.506896574,0.710038072,0.509595577,0.988238185,0.774354325,0.633013188,0.601776789,0.589438379
12/05/2016,0.490345894,0.458674388,0.555760359,0.548370688,0.548370688,0.42780155,0.561977118,0.60539902,0.591640903,0.546668595,0.728002894,0.535353176,0.987955037,0.756950693,0.309510787,0.41346101,0.569257817
13/05/2016,0.509550877,0.472520214,0.549628615,0.575868376,0.575868376,0.549764516,0.504401436,0.548370688,0.60539902,0.591640903,0.730651628,0.468411843,0.987976629,0.761054272,0.524332293,0.576502007,0.577497154
16/05/2016,0.480266367,0.43427743,0.476760014,0.467080111,0.467080111,0.408711423,0.597233876,0.575868376,0.548370688,0.60539902,0.655819088,0.502216181,0.986395387,0.693019502,0.253256085,0.298938381,0.596508611
17/05/2016,0.382456679,0.394049657,0.541688772,0.619794493,0.619794493,0.244517735,0.419108924,0.467080111,0.575868376,0.548370688,0.704394266,0.315280201,0.985748905,0.738705686,0.399146328,0.392723516,0.505823694
18/05/2016,0.630465271,0.523719971,0.567172922,0.545549457,0.545549457,0.537597298,0.573704435,0.619794493,0.467080111,0.575868376,0.703912749,0.487224666,0.98675177,0.726582285,0.421482583,0.240261112,0.529809375
19/05/2016,0.426945029,0.455148509,0.483080806,0.486456256,0.486456256,0.546113007,0.563383622,0.545549457,0.619794493,0.467080111,0.658656264,0.503300518,0.985312275,0.67814421,0.507896471,0.243678955,0.63293246
20/05/2016,0.37670546,0.335394223,0.39489842,0.435715857,0.435715857,0.416494435,0.557694034,0.486456256,0.545549457,0.619794493,0.585648808,0.483379573,0.983492742,0.606130187,0.361565702,0.407138309,0.598303741
23/05/2016,0.428142859,0.449376996,0.514624403,0.586866875,0.586866875,0.56561976,0.420173823,0.435715857,0.486456256,0.545549457,0.602212082,0.571779325,0.983868652,0.647608084,0.702794604,0.547917806,0.627825266
24/05/2016,0.566775108,0.458770083,0.587500403,0.563531377,0.563531377,0.450904763,0.539026932,0.586866875,0.435715857,0.486456256,0.596903995,0.571975642,0.985005234,0.665492497,0.53549385,0.568123978,0.587779146
25/05/2016,0.457877024,0.428104426,0.472178997,0.458082411,0.458082411,0.405823114,0.594959281,0.563531377,0.586866875,0.435715857,0.593032667,0.547966051,0.984240889,0.610671517,0.44390907,0.294019367,0.590413735
26/05/2016,0.445804333,0.420636813,0.498737552,0.540706544,0.540706544,0.469020845,0.466851546,0.458082411,0.563531377,0.586866875,0.559004483,0.509065998,0.9844629,0.620980113,0.515917813,0.43208707,0.622853744
27/05/2016,0.448451298,0.427001332,0.472474948,0.491107736,0.491107736,0.559332316,0.556916429,0.540706544,0.458082411,0.563531377,0.535580523,0.548558859,0.983548005,0.596711813,0.61807013,0.315264898,0.573307386
31/05/2016,0.444628692,0.420082993,0.529710441,0.528013546,0.528013546,0.353424332,0.497993006,0.491107736,0.540706544,0.458082411,0.553460859,0.47783358,0.982265536,0.60149128,0.38686328,0.275925338,0.556886785
01/06/2016,0.448280467,0.433223386,0.448268379,0.523610713,0.523610713,0.590531175,0.526130771,0.528013546,0.491107736,0.540706544,0.591278282,0.479663116,0.984422427,0.602428517,0.506329206,0.437619035,0.609405553
02/06/2016,0.456778144,0.414150951,0.505737837,0.516644153,0.516644153,0.509801237,0.527877077,0.523610713,0.528013546,0.491107736,0.561064428,0.51482607,0.984825334,0.598611284,0.52180633,0.486319867,0.608256523
03/06/2016,0.468788149,0.433271188,0.51556558,0.521470021,0.521470021,0.413960253,0.519844556,0.516644153,0.523610713,0.528013546,0.542967214,0.562723307,0.985010092,0.59872116,0.504044258,0.43899149,0.603528283
06/06/2016,0.434595255,0.389234199,0.492508162,0.479466053,0.479466053,0.395070243,0.551743133,0.521470021,0.516644153,0.523610713,0.552167686,0.489009716,0.984235504,0.571272786,0.448762125,0.662071182,0.55661084
07/06/2016,0.399624928,0.421376398,0.439716229,0.508846113,0.508846113,0.476918721,0.50311924,0.479466053,0.521470021,0.516644153,0.538459496,0.512444832,0.984212067,0.568574587,0.499672299,0.381987594,0.670737634
08/06/2016,0.490894277,0.435464032,0.556247786,0.552927605,0.552927605,0.471912991,0.493105223,0.508846113,0.479466053,0.521470021,0.565057959,0.520888298,0.983913103,0.595314251,0.493311377,0.499984665,0.599919773
09/06/2016,0.500189134,0.491017855,0.51665862,0.550249551,0.550249551,0.551199108,0.524955922,0.552927605,0.508846113,0.479466053,0.574625167,0.562420792,0.984554995,0.614950348,0.502656608,0.291035467,0.608002078
10/06/2016,0.4614137,0.450848249,0.592972383,0.590089148,0.590089148,0.47998486,0.49599463,0.550249551,0.552927605,0.508846113,0.603228014,0.565525363,0.983080983,0.656776618,0.527948186,0.550851292,0.576105275
13/06/2016,0.538512067,0.514014132,0.546911221,0.608773241,0.608773241,0.401282013,0.510404897,0.590089148,0.550249551,0.552927605,0.642867246,0.503292265,0.983079614,0.702486246,0.606192215,0.400266038,0.557484836
14/06/2016,0.555774145,0.486038886,0.5349345,0.518470664,0.518470664,0.4926427,0.584642178,0.608773241,0.590089148,0.550249551,0.64157675,0.476192409,0.981862899,0.67985486,0.476359389,0.292023089,0.616472236
15/06/2016,0.480411235,0.452800845,0.521655035,0.547607493,0.547607493,0.45041101,0.503284919,0.518470664,0.608773241,0.590089148,0.670895117,0.474554045,0.982411872,0.680850799,0.509333971,0.493738169,0.594280258
16/06/2016,0.470456699,0.477058142,0.534505377,0.559617073,0.559617073,0.700425714,0.514951304,0.547607493,0.518470664,0.608773241,0.692739704,0.55418873,0.982276671,0.689520593,0.489190054,0.34424049,0.622045118
17/06/2016,0.545636487,0.510069205,0.612394749,0.591833906,0.591833906,0.253793183,0.501186946,0.559617073,0.547607493,0.518470664,0.709479433,0.521144301,0.981618136,0.717576614,0.567843357,0.523709605,0.570256607
20/06/2016,0.502754858,0.420632185,0.514874142,0.532651344,0.532651344,0.42155424,0.563444492,0.591833906,0.559617073,0.547607493,0.701907672,0.571072648,0.981963062,0.701223493,0.424884089,0.491919525,0.585904084
21/06/2016,0.48435205,0.478012899,0.503216945,0.552973873,0.552973873,0.528144839,0.509288862,0.532651344,0.591833906,0.559617073,0.685938546,0.494240398,0.982047506,0.701463708,0.554672863,0.291033534,0.581053084
22/06/2016,0.529503534,0.532748241,0.618663869,0.662731649,0.662731649,0.469193461,0.448369214,0.552973873,0.532651344,0.591833906,0.709154557,0.458813904,0.982999604,0.77360909,0.624103233,0.769461636,0.568795598
23/06/2016,0.4667152,0.433959405,0.486112713,0.48447357,0.48447357,0.777569009,0.644553884,0.662731649,0.552973873,0.532651344,0.694527051,0.516110506,0.981380085,0.714465876,0.393693507,0.221201052,0.612918136
24/06/2016,0.547031543,0.46558,0.574850607,0.560376121,0.560376121,0.354281453,0.471430014,0.48447357,0.662731649,0.552973873,0.700020849,0.557898562,0.98154087,0.716910259,0.395974765,0.443768179,0.599409467
27/06/2016,0.493675396,0.530285538,0.585778845,0.635548125,0.635548125,0.379246458,0.471927633,0.560376121,0.48447357,0.662731649,0.732690755,0.519473536,0.982340143,0.7681458,0.663569801,0.690327521,0.579129442
28/06/2016,0.568472412,0.494729083,0.542870898,0.525441538,0.525441538,0.461329425,0.598131863,0.635548125,0.560376121,0.48447357,0.704124939,0.52496643,0.983121761,0.736952355,0.516161948,0.467109578,0.622757038
29/06/2016,0.418551889,0.327944953,0.434474019,0.407516034,0.407516034,0.436204281,0.603457791,0.525441538,0.635548125,0.560376121,0.650284532,0.525643484,0.980278778,0.634689925,0.233918091,0.36911142,0.525400166
30/06/2016,0.356813186,0.431747835,0.452675023,0.571830873,0.571830873,0.474726037,0.411207165,0.407516034,0.525441538,0.635548125,0.658397898,0.515925849,0.980630757,0.660598817,0.726699075,0.532700223,0.629996672
01/07/2016,0.529002879,0.490653986,0.615262071,0.604335943,0.604335943,0.468546377,0.500990611,0.571830873,0.407516034,0.525441538,0.633272707,0.483089641,0.982209485,0.702635074,0.586341878,0.434452972,0.584293865
